trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1090,False,"{'a': 0.002, 'e': 0.11326783993558948}",25,15,18.55550784581137,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1091,False,"{'a': 0.002, 'e': 0.11304153064044985}",20,0,-35.75396099410119,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
1092,False,"{'a': 0.002, 'e': 0.11281567351158354}",25,5,21.25911647199025,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1093,False,"{'a': 0.002, 'e': 0.11259026764556165}",30,4,-15.120108078338504,"{0: 23, 1: 0, 2: 1, 3: 2, 4: 0}",1
1094,False,"{'a': 0.002, 'e': 0.11236531214076052}",25,7,28.654621697352493,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1095,False,"{'a': 0.002, 'e': 0.11214080609735771}",25,10,25.106684722384447,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1096,False,"{'a': 0.002, 'e': 0.11191674861732888}",25,17,12.147636438416734,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1097,False,"{'a': 0.002, 'e': 0.11169313880444368}",30,6,40.75822496458909,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1098,False,"{'a': 0.002, 'e': 0.11146997576426268}",35,0,7.899737719722209,"{0: 34, 1: 0, 2: 0, 3: 0, 4: 1}",0
1099,False,"{'a': 0.002, 'e': 0.1112472586041333}",25,6,22.854360452781545,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1100,False,"{'a': 0.002, 'e': 0.11102498643318673}",30,0,9.371842865407823,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
1101,False,"{'a': 0.002, 'e': 0.11080315836233387}",35,0,-16.328314597103947,"{0: 31, 1: 0, 2: 3, 3: 0, 4: 1}",0
1102,False,"{'a': 0.002, 'e': 0.11058177350426224}",20,9,18.51398299414231,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1103,False,"{'a': 0.002, 'e': 0.11036083097343202}",20,14,11.717388355438713,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1104,False,"{'a': 0.002, 'e': 0.1101403298860729}",25,0,-19.485571171702315,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
1105,False,"{'a': 0.002, 'e': 0.10992026936018012}",20,9,18.810635834436773,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1106,False,"{'a': 0.002, 'e': 0.10970064851551141}",25,7,9.627032148192036,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1107,False,"{'a': 0.002, 'e': 0.10948146647358296}",20,10,17.416676413230352,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1108,False,"{'a': 0.002, 'e': 0.10926272235766643}",25,9,18.724915966063524,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1109,False,"{'a': 0.002, 'e': 0.10904441529278498}",30,9,20.922377608747826,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 0}",1
1110,False,"{'a': 0.002, 'e': 0.10882654440571013}",20,11,7.549253640625905,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1111,False,"{'a': 0.002, 'e': 0.10860910882495796}",20,0,-33.31070615663968,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1112,False,"{'a': 0.002, 'e': 0.10839210768078596}",30,15,16.8202763919074,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1113,False,"{'a': 0.002, 'e': 0.10817554010518914}",25,17,15.599978556388715,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1114,False,"{'a': 0.002, 'e': 0.10795940523189702}",25,18,11.446767465415512,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1115,False,"{'a': 0.002, 'e': 0.10774370219636975}",20,3,14.736551803207249,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1116,False,"{'a': 0.002, 'e': 0.10752843013579495}",25,4,-28.448081496909676,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 1}",1
1117,False,"{'a': 0.002, 'e': 0.10731358818908403}",20,11,15.104273913858492,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1118,False,"{'a': 0.002, 'e': 0.107099175496869}",20,0,34.19802476164467,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1119,False,"{'a': 0.002, 'e': 0.1068851912014987}",25,11,13.096992348040814,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1120,False,"{'a': 0.002, 'e': 0.10667163444703576}",20,3,27.41596509245063,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1121,False,"{'a': 0.002, 'e': 0.1064585043792528}",20,16,6.7461459499290175,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1122,False,"{'a': 0.002, 'e': 0.10624580014562934}",25,3,3.7442171290371853,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
1123,False,"{'a': 0.002, 'e': 0.1060335208953481}",25,11,23.177208225402147,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1124,False,"{'a': 0.002, 'e': 0.10582166577929185}",25,0,38.34422902520481,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1125,False,"{'a': 0.002, 'e': 0.10561023395003975}",20,6,23.3667887368573,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1126,False,"{'a': 0.002, 'e': 0.10539922456186433}",25,8,-24.991050795360334,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
1127,False,"{'a': 0.002, 'e': 0.10518863677072765}",20,3,18.163868341003642,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1128,False,"{'a': 0.002, 'e': 0.10497846973427834}",20,0,28.197834929909718,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1129,False,"{'a': 0.002, 'e': 0.10476872261184789}",20,4,-24.287829586482253,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
1130,False,"{'a': 0.002, 'e': 0.10455939456444763}",20,0,24.32318301047415,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1131,False,"{'a': 0.002, 'e': 0.104350484754765}",20,0,31.725178301358117,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1132,False,"{'a': 0.002, 'e': 0.10414199234716055}",30,12,21.554279036470284,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1133,False,"{'a': 0.002, 'e': 0.10393391650766431}",25,19,11.372229495036596,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1134,False,"{'a': 0.002, 'e': 0.10372625640397273}",20,0,17.54272706229143,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1135,False,"{'a': 0.002, 'e': 0.10351901120544502}",20,15,7.199884557146682,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1136,False,"{'a': 0.002, 'e': 0.1033121800831002}",20,8,18.32840112211458,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1137,False,"{'a': 0.002, 'e': 0.10310576220961341}",20,12,15.455683897312564,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1138,False,"{'a': 0.002, 'e': 0.102899756759313}",25,12,16.806589933236655,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1139,False,"{'a': 0.002, 'e': 0.10269416290817676}",25,11,-3.2304804056512264,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1140,False,"{'a': 0.002, 'e': 0.10248897983382912}",20,5,20.615956356771015,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1141,False,"{'a': 0.002, 'e': 0.10228420671553744}",20,9,20.696937974320083,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1142,False,"{'a': 0.002, 'e': 0.10207984273420903}",20,10,5.79124843462305,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1143,False,"{'a': 0.002, 'e': 0.10187588707238764}",25,17,8.115227124527422,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1144,False,"{'a': 0.002, 'e': 0.1016723389142504}",25,7,14.402861994380956,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1145,False,"{'a': 0.002, 'e': 0.10146919744560434}",20,0,9.52570718975712,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1146,False,"{'a': 0.002, 'e': 0.1012664618538834}",25,18,13.151237408087042,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1147,False,"{'a': 0.002, 'e': 0.10106413132814486}",25,3,40.18697867448504,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1148,False,"{'a': 0.002, 'e': 0.10086220505906641}",25,20,7.9069989350297085,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1149,False,"{'a': 0.002, 'e': 0.10066068223894266}",25,7,19.173207557164154,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1150,False,"{'a': 0.002, 'e': 0.1004595620616821}",30,20,20.571964205891067,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1151,False,"{'a': 0.002, 'e': 0.1002588437228037}",20,0,26.71126663765379,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1152,False,"{'a': 0.002, 'e': 0.10005852641943393}",25,15,17.966284044595277,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1153,False,"{'a': 0.002, 'e': 0.09985860935030318}",25,3,-1.7578031544520842,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
1154,False,"{'a': 0.002, 'e': 0.09965909171574303}",25,12,16.31027822353723,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1155,False,"{'a': 0.002, 'e': 0.09945997271768262}",25,12,25.79069298652108,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1156,False,"{'a': 0.002, 'e': 0.09926125155964566}",20,14,11.52035690075444,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1157,False,"{'a': 0.002, 'e': 0.09906292744674731}",20,10,12.099056291849436,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1158,False,"{'a': 0.002, 'e': 0.09886499958569081}",25,3,25.646825162589323,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1159,False,"{'a': 0.002, 'e': 0.0986674671847645}",25,0,-12.064597289582757,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
1160,False,"{'a': 0.002, 'e': 0.09847032945383845}",30,18,23.835821269651923,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1161,False,"{'a': 0.002, 'e': 0.09827358560436154}",20,11,7.103299007916402,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1162,False,"{'a': 0.002, 'e': 0.09807723484935806}",25,7,27.89538016797203,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1163,False,"{'a': 0.002, 'e': 0.09788127640342477}",35,22,12.90918298955178,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1164,False,"{'a': 0.002, 'e': 0.09768570948272756}",30,13,31.605225554432554,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1165,False,"{'a': 0.002, 'e': 0.09749053330499859}",20,0,23.932678763995536,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1166,False,"{'a': 0.002, 'e': 0.09729574708953276}",20,13,12.828815435638349,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1167,False,"{'a': 0.002, 'e': 0.09710135005718508}",30,12,19.51831433437299,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1168,False,"{'a': 0.002, 'e': 0.09690734143036704}",20,3,23.89923950192631,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1169,False,"{'a': 0.002, 'e': 0.09671372043304398}",25,19,11.850577739150314,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1170,False,"{'a': 0.002, 'e': 0.09652048629073155}",20,0,20.28073721566316,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1171,False,"{'a': 0.002, 'e': 0.09632763823049303}",25,7,20.208796816576296,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1172,False,"{'a': 0.002, 'e': 0.09613517548093582}",25,17,11.582663204102886,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1173,False,"{'a': 0.002, 'e': 0.09594309727220877}",20,5,16.242161999779984,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1174,False,"{'a': 0.002, 'e': 0.09575140283599869}",25,7,5.024489308654796,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1175,False,"{'a': 0.002, 'e': 0.09556009140552765}",25,11,22.291503359628063,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1176,False,"{'a': 0.002, 'e': 0.09536916221554961}",20,6,22.78746025680581,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1177,False,"{'a': 0.002, 'e': 0.09517861450234763}",25,3,2.0796920020131955,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 0}",1
1178,False,"{'a': 0.002, 'e': 0.09498844750373053}",30,8,-21.255577281859686,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 1}",1
1179,False,"{'a': 0.002, 'e': 0.09479866045903014}",20,10,9.402480770414668,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1180,False,"{'a': 0.002, 'e': 0.09460925260909793}",25,14,19.923356670061207,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1181,False,"{'a': 0.002, 'e': 0.09442022319630235}",30,18,19.84867007050922,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1182,False,"{'a': 0.002, 'e': 0.0942315714645254}",25,13,24.136914063324117,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1183,False,"{'a': 0.002, 'e': 0.09404329665916}",20,0,19.447616939439964,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1184,False,"{'a': 0.002, 'e': 0.09385539802710659}",20,16,6.655887022656839,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1185,False,"{'a': 0.002, 'e': 0.09366787481677047}",30,19,20.75278171288211,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1186,False,"{'a': 0.002, 'e': 0.09348072627805847}",20,12,-19.218190689570516,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
1187,False,"{'a': 0.002, 'e': 0.09329395166237625}",20,16,6.285248765107687,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1188,False,"{'a': 0.002, 'e': 0.09310755022262504}",25,6,5.909071589523416,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
1189,False,"{'a': 0.002, 'e': 0.0929215212131989}",25,11,26.493030866537012,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1190,False,"{'a': 0.002, 'e': 0.09273586388998147}",20,9,5.083762555563772,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1191,False,"{'a': 0.002, 'e': 0.09255057751034329}",25,12,20.07904233382927,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1192,False,"{'a': 0.002, 'e': 0.0923656613331385}",30,16,18.47779000994216,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1193,False,"{'a': 0.002, 'e': 0.09218111461870225}",20,2,24.013251469888015,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1194,False,"{'a': 0.002, 'e': 0.09199693662884734}",25,0,38.83358926017826,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1195,False,"{'a': 0.002, 'e': 0.09181312662686165}",35,23,25.85706536495552,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1196,False,"{'a': 0.002, 'e': 0.09162968387750484}",20,8,20.85529800396725,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1197,False,"{'a': 0.002, 'e': 0.09144660764700575}",25,15,7.241571993482974,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1198,False,"{'a': 0.002, 'e': 0.09126389720305915}",25,8,30.119523281377308,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1199,False,"{'a': 0.002, 'e': 0.09108155181482308}",30,8,35.6492895235025,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1200,False,"{'a': 0.002, 'e': 0.09089957075291567}",20,4,-0.7340221864797856,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
1201,False,"{'a': 0.002, 'e': 0.09071795328941251}",20,12,-9.152278786298995,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1202,False,"{'a': 0.002, 'e': 0.09053669869784343}",20,0,25.87776654344269,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1203,False,"{'a': 0.002, 'e': 0.0903558062531899}",30,16,29.646805006655622,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1204,False,"{'a': 0.002, 'e': 0.0901752752318818}",20,2,35.06139273099282,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1205,False,"{'a': 0.002, 'e': 0.08999510491179491}",25,14,17.399016633238222,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1206,False,"{'a': 0.002, 'e': 0.08981529457224763}",30,19,22.292287428358367,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1207,False,"{'a': 0.002, 'e': 0.08963584349399842}",35,16,35.36056052586312,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1208,False,"{'a': 0.002, 'e': 0.08945675095924267}",25,11,4.600720413231032,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1209,False,"{'a': 0.002, 'e': 0.08927801625161007}",25,14,10.156977949601789,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1210,False,"{'a': 0.002, 'e': 0.08909963865616147}",20,14,11.552038289908072,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1211,False,"{'a': 0.002, 'e': 0.08892161745938634}",25,1,22.777685412870483,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
1212,False,"{'a': 0.002, 'e': 0.08874395194919957}",25,0,14.373466439662415,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1213,False,"{'a': 0.002, 'e': 0.08856664141493896}",20,2,27.758229569925078,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1214,False,"{'a': 0.002, 'e': 0.08838968514736205}",30,17,23.504005392719208,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1215,False,"{'a': 0.002, 'e': 0.08821308243864363}",20,8,20.394903211338377,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1216,False,"{'a': 0.002, 'e': 0.08803683258237255}",35,20,10.037101500454398,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1217,False,"{'a': 0.002, 'e': 0.0878609348735492}",30,14,31.859271044101323,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1218,False,"{'a': 0.002, 'e': 0.08768538860858248}",35,13,35.78346038287679,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1219,False,"{'a': 0.002, 'e': 0.08751019308528712}",25,0,10.363130595493947,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
1220,False,"{'a': 0.002, 'e': 0.08733534760288077}",25,6,34.56171549057629,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1221,False,"{'a': 0.002, 'e': 0.0871608514619813}",25,15,17.63553481478989,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1222,False,"{'a': 0.002, 'e': 0.08698670396460385}",35,25,18.61867334075792,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1223,False,"{'a': 0.002, 'e': 0.08681290441415829}",30,8,39.62414718999102,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1224,False,"{'a': 0.002, 'e': 0.0866394521154461}",30,8,21.48525541689109,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
1225,False,"{'a': 0.002, 'e': 0.08646634637465792}",25,0,18.42686214837975,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1226,False,"{'a': 0.002, 'e': 0.0862935864993705}",20,14,9.927728637508036,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1227,False,"{'a': 0.002, 'e': 0.08612117179854416}",25,2,-0.6747763555763298,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 0}",1
1228,False,"{'a': 0.002, 'e': 0.08594910158251981}",35,26,11.25991561886114,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1229,False,"{'a': 0.002, 'e': 0.08577737516301644}",20,0,15.15927333935252,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1230,False,"{'a': 0.002, 'e': 0.08560599185312803}",30,13,31.963146171380025,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1231,False,"{'a': 0.002, 'e': 0.08543495096732123}",30,18,18.957715442493967,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1232,False,"{'a': 0.002, 'e': 0.08526425182143217}",25,11,16.900688765235763,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1233,False,"{'a': 0.002, 'e': 0.08509389373266411}",20,10,17.42335374138352,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1234,False,"{'a': 0.002, 'e': 0.08492387601958441}",25,10,26.231901161925443,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1235,False,"{'a': 0.002, 'e': 0.08475419800212207}",35,21,25.164051952798037,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1236,False,"{'a': 0.002, 'e': 0.08458485900156469}",20,13,9.711815174453253,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1237,False,"{'a': 0.002, 'e': 0.08441585834055614}",20,14,10.808794781621764,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1238,False,"{'a': 0.002, 'e': 0.08424719534309347}",30,18,19.103133993327376,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1239,False,"{'a': 0.002, 'e': 0.08407886933452453}",30,15,7.424850453495235,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1240,False,"{'a': 0.002, 'e': 0.083910879641545}",25,11,0.3010029061631869,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1241,False,"{'a': 0.002, 'e': 0.08374322559219596}",20,12,-0.4797767882978592,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1242,False,"{'a': 0.002, 'e': 0.0835759065158609}",30,15,23.643303628507567,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1243,False,"{'a': 0.002, 'e': 0.08340892174326339}",20,13,12.645207186949023,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1244,False,"{'a': 0.002, 'e': 0.08324227060646401}",20,12,4.827040627363216,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1245,False,"{'a': 0.002, 'e': 0.0830759524388581}",20,0,24.909807303148224,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1246,False,"{'a': 0.002, 'e': 0.08290996657517266}",20,3,29.19465670838897,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1247,False,"{'a': 0.002, 'e': 0.08274431235146412}",20,10,13.06403505267259,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1248,False,"{'a': 0.002, 'e': 0.08257898910511527}",20,8,8.16313031280379,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1249,False,"{'a': 0.002, 'e': 0.08241399617483297}",25,0,14.005119478585428,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
1250,False,"{'a': 0.002, 'e': 0.08224933290064523}",30,20,21.595511845057906,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1251,False,"{'a': 0.002, 'e': 0.0820849986238988}",30,0,41.21619291242992,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1252,False,"{'a': 0.002, 'e': 0.08192099268725626}",25,11,27.047292055742012,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1253,False,"{'a': 0.002, 'e': 0.08175731443469375}",20,6,-17.497353720606633,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1254,False,"{'a': 0.002, 'e': 0.08159396321149794}",30,18,21.399527148242917,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1255,False,"{'a': 0.002, 'e': 0.08143093836426381}",20,8,24.295573571640098,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1256,False,"{'a': 0.002, 'e': 0.08126823924089167}",20,16,7.639460804984399,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1257,False,"{'a': 0.002, 'e': 0.0811058651905849}",20,2,30.454388959680955,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1258,False,"{'a': 0.002, 'e': 0.08094381556384699}",20,14,11.195670795054252,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1259,False,"{'a': 0.002, 'e': 0.08078208971247929}",25,7,6.547593571448171,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1260,False,"{'a': 0.002, 'e': 0.08062068698957811}",20,0,18.861517049996348,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1261,False,"{'a': 0.002, 'e': 0.08045960674953244}",30,4,16.928098641862313,"{0: 25, 1: 0, 2: 0, 3: 1, 4: 0}",1
1262,False,"{'a': 0.002, 'e': 0.08029884834802099}",20,16,8.901495054940272,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1263,False,"{'a': 0.002, 'e': 0.08013841114201005}",20,0,23.900146163544655,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1264,False,"{'a': 0.002, 'e': 0.07997829448975048}",20,13,9.093565827409638,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1265,False,"{'a': 0.002, 'e': 0.07981849775077554}",20,10,4.8522379916270735,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1266,False,"{'a': 0.002, 'e': 0.07965902028589801}",25,13,10.95667542797096,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1267,False,"{'a': 0.002, 'e': 0.07949986145720786}",25,16,18.54757643806543,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1268,False,"{'a': 0.002, 'e': 0.0793410206280695}",25,1,32.118126416836,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1269,False,"{'a': 0.002, 'e': 0.07918249716311948}",20,5,26.164816109090353,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1270,False,"{'a': 0.002, 'e': 0.07902429042826366}",30,8,37.62742908027788,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1271,False,"{'a': 0.002, 'e': 0.07886639979067495}",25,10,26.419163226116808,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1272,False,"{'a': 0.002, 'e': 0.07870882461879052}",20,10,20.2176578035175,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
