trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
622,False,"{'a': 0.002, 'e': 0.28880602788595566}",20,8,16.03271257471926,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.002, 'e': 0.2882289930573573}",30,4,-10.158457452064011,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 1}",1
624,False,"{'a': 0.002, 'e': 0.2876531111451154}",30,17,20.88199785790897,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.002, 'e': 0.28707837984570167}",20,12,15.078581279172884,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.002, 'e': 0.2865047968601901}",20,2,16.053439875128703,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
627,False,"{'a': 0.002, 'e': 0.285932359894248}",25,2,-28.5902263239167,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
628,False,"{'a': 0.002, 'e': 0.28536106665812666}",25,5,-60.54581994128478,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",1
629,False,"{'a': 0.002, 'e': 0.2847909148666525}",25,3,-13.039042086339737,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 0}",1
630,False,"{'a': 0.002, 'e': 0.28422190223921745}",25,11,-40.60938413999823,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
631,False,"{'a': 0.002, 'e': 0.2836540264997704}",20,0,7.974431942091569,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
632,False,"{'a': 0.002, 'e': 0.2830872853768075}",25,9,11.10629321528932,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
633,False,"{'a': 0.002, 'e': 0.2825216766033636}",25,0,-26.14820239528002,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
634,False,"{'a': 0.002, 'e': 0.28195719791700274}",30,22,10.040561454204344,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.002, 'e': 0.2813938470598095}",25,15,18.034392845468393,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.002, 'e': 0.2808316217783798}",20,2,-17.07671201739886,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
637,False,"{'a': 0.002, 'e': 0.28027051982381157}",30,0,-3.699312729026686,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
638,False,"{'a': 0.002, 'e': 0.2797105389516963}",20,12,-19.846728804492614,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
639,False,"{'a': 0.002, 'e': 0.27915167692210985}",25,8,25.24414382598746,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.002, 'e': 0.27859393149960326}",30,16,16.012434085275274,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
641,False,"{'a': 0.002, 'e': 0.27803730045319414}",25,16,17.835393967583467,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.002, 'e': 0.2774817815563575}",20,14,10.50362984237416,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.002, 'e': 0.2769273725870171}",25,0,-28.988562310534004,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",1
644,False,"{'a': 0.002, 'e': 0.27637407132753633}",25,17,-7.286718038236264,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
645,False,"{'a': 0.002, 'e': 0.27582187556470933}",20,8,25.48352271914599,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.002, 'e': 0.27527078308975234}",30,4,17.523987357121733,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
647,False,"{'a': 0.002, 'e': 0.2747207916982947}",25,6,-7.39625859122682,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
648,False,"{'a': 0.002, 'e': 0.2741718991903702}",20,0,28.526657024469387,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
649,False,"{'a': 0.002, 'e': 0.27362410337040804}",20,8,6.948696399720394,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
650,False,"{'a': 0.002, 'e': 0.2730774020472242}",25,17,14.373750818877951,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.002, 'e': 0.2725317930340126}",20,0,-21.72673106190748,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
652,False,"{'a': 0.002, 'e': 0.2719872741483365}",25,7,-90.19721128145164,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 2}",1
653,False,"{'a': 0.002, 'e': 0.27144384321211973}",25,0,-17.728950524172948,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
654,False,"{'a': 0.002, 'e': 0.27090149805163766}",25,6,-13.297414521478968,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
655,False,"{'a': 0.002, 'e': 0.270360236497509}",25,5,-42.403605908857564,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
656,False,"{'a': 0.002, 'e': 0.2698200563846868}",20,16,6.161727885945853,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.002, 'e': 0.26928095555244996}",25,0,-42.14774023048028,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
658,False,"{'a': 0.002, 'e': 0.26874293184439435}",25,1,15.73764158314008,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
659,False,"{'a': 0.002, 'e': 0.2682059831084244}",20,12,2.1703531909627136,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
660,False,"{'a': 0.002, 'e': 0.26767010719674456}",20,12,15.52977359339122,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.002, 'e': 0.26713530196585034}",30,0,-39.09612763232122,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 1}",0
662,False,"{'a': 0.002, 'e': 0.2666015652765202}",20,16,7.376712400465283,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.002, 'e': 0.26606889499380665}",20,14,-9.214759671349224,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
664,False,"{'a': 0.002, 'e': 0.2655372889870278}",20,3,-15.440588368651172,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
665,False,"{'a': 0.002, 'e': 0.2650067451297589}",20,6,10.192578271287921,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
666,False,"{'a': 0.002, 'e': 0.26447726129982396}",20,0,13.64199017566848,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
667,False,"{'a': 0.002, 'e': 0.2639488353792868}",20,5,14.034695508567964,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
668,False,"{'a': 0.002, 'e': 0.2634214652544431}",20,10,15.755858132986512,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.002, 'e': 0.26289514881581166}",20,12,14.242040690375266,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.002, 'e': 0.262369883958126}",30,7,35.34361236316987,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.002, 'e': 0.261845668580326}",30,0,-100.92775371997186,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 3}",0
672,False,"{'a': 0.002, 'e': 0.2613225005855494}",20,9,-8.845095528315397,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
673,False,"{'a': 0.002, 'e': 0.26080037788112365}",20,8,-43.49776260200833,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
674,False,"{'a': 0.002, 'e': 0.2602792983785571}",30,1,-38.40863429989726,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 1}",1
675,False,"{'a': 0.002, 'e': 0.2597592599935311}",20,11,16.658130160010884,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.002, 'e': 0.2592402606458915}",30,22,2.855371983891881,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
677,False,"{'a': 0.002, 'e': 0.25872229825964005}",20,1,-6.378141528271822,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
678,False,"{'a': 0.002, 'e': 0.25820537076292666}",20,11,15.523843735142474,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.002, 'e': 0.25768947608804055}",25,0,-77.23312029404185,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
680,False,"{'a': 0.002, 'e': 0.2571746121714024}",20,13,10.664955525719286,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.002, 'e': 0.2566607769535559}",25,17,12.946631086119242,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.002, 'e': 0.2561479683791593}",25,16,-10.93261041457023,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
683,False,"{'a': 0.002, 'e': 0.25563618439697783}",20,14,-0.6415784920589678,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
684,False,"{'a': 0.002, 'e': 0.2551254229598748}",20,14,11.874699531480212,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.002, 'e': 0.2546156820248037}",25,16,-36.42744764605788,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
686,False,"{'a': 0.002, 'e': 0.25410695955280027}",25,0,21.305304150548924,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
687,False,"{'a': 0.002, 'e': 0.25359925350897383}",30,23,12.604025611154308,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.002, 'e': 0.25309256186249957}",20,9,13.597271016933263,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.002, 'e': 0.2525868825866102}",20,13,-7.6389416103251735,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
690,False,"{'a': 0.002, 'e': 0.25208221365858796}",20,1,9.747509244590011,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
691,False,"{'a': 0.002, 'e': 0.25157855305975646}",20,1,4.187734399004179,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
692,False,"{'a': 0.002, 'e': 0.25107589877547265}",25,13,14.384445951496485,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.002, 'e': 0.25057424879511875}",20,0,29.747219278165097,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
694,False,"{'a': 0.002, 'e': 0.2500736011120941}",20,4,11.570127747444229,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
695,False,"{'a': 0.002, 'e': 0.24957395372380728}",35,18,6.657501813867903,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
696,False,"{'a': 0.002, 'e': 0.24907530463166816}",20,14,-11.884783256368898,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
697,False,"{'a': 0.002, 'e': 0.24857765184107966}",20,0,10.873056178756004,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
698,False,"{'a': 0.002, 'e': 0.24808099336142997}",25,8,6.925183330867742,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
699,False,"{'a': 0.002, 'e': 0.2475853272060845}",20,6,-27.69230696419213,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
700,False,"{'a': 0.002, 'e': 0.24709065139237796}",30,22,18.82354764744138,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.002, 'e': 0.24659696394160643}",35,24,25.083959409673533,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.002, 'e': 0.2461042628790195}",25,7,-27.42839740846626,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
703,False,"{'a': 0.002, 'e': 0.2456125462338122}",25,12,19.910227915319563,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.002, 'e': 0.24512181203911731}",25,15,15.589419601398495,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.002, 'e': 0.2446320583319975}",20,0,15.099813564557024,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
706,False,"{'a': 0.002, 'e': 0.2441432831534371}",25,14,-11.342343413559256,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
707,False,"{'a': 0.002, 'e': 0.24365548454833486}",30,0,-70.9395792753771,"{0: 26, 1: 0, 2: 1, 3: 1, 4: 2}",0
708,False,"{'a': 0.002, 'e': 0.24316866056549566}",25,0,22.18621044688704,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
709,False,"{'a': 0.002, 'e': 0.24268280925762298}",25,8,19.839753537238483,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
710,False,"{'a': 0.002, 'e': 0.2421979286813109}",30,12,6.852760025551419,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
711,False,"{'a': 0.002, 'e': 0.24171401689703645}",20,0,-89.58668135907716,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
712,False,"{'a': 0.002, 'e': 0.24123107196915192}",25,17,-0.8434329767521924,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
713,False,"{'a': 0.002, 'e': 0.24074909196587688}",25,14,10.824244880517602,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
714,False,"{'a': 0.002, 'e': 0.2402680749592907}",35,20,16.22128605621334,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
715,False,"{'a': 0.002, 'e': 0.2397880190253247}",20,8,-23.130870857676143,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
716,False,"{'a': 0.002, 'e': 0.23930892224375455}",30,17,12.544405835897283,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
717,False,"{'a': 0.002, 'e': 0.23883078269819244}",20,9,11.330273885961088,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.002, 'e': 0.23835359847607956}",30,7,-39.22903046557291,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 1}",1
719,False,"{'a': 0.002, 'e': 0.2378773676686784}",20,16,5.58382949154712,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.002, 'e': 0.23740208837106508}",30,11,-40.13842538216589,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 1}",1
721,False,"{'a': 0.002, 'e': 0.23692775868212176}",25,9,-56.492401970580474,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 2}",1
722,False,"{'a': 0.002, 'e': 0.2364543767045291}",20,5,21.94016174269736,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.002, 'e': 0.23598194054475852}",30,7,34.27023585400636,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.002, 'e': 0.23551044831306475}",30,15,15.56609684240528,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
725,False,"{'a': 0.002, 'e': 0.23503989812347828}",20,13,3.552964939692684,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.002, 'e': 0.23457028809379765}",25,15,18.069731689435418,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.002, 'e': 0.2341016163455822}",20,8,-17.187516373380824,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
728,False,"{'a': 0.002, 'e': 0.23363388100414423}",20,12,2.1582718055485115,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
729,False,"{'a': 0.002, 'e': 0.2331670801985418}",20,12,12.685686857921565,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.002, 'e': 0.23270121206157107}",25,16,-13.51886508693882,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
731,False,"{'a': 0.002, 'e': 0.23223627472975883}",30,24,12.458830627653526,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.002, 'e': 0.23177226634335515}",20,12,14.237246232105582,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.002, 'e': 0.23130918504632592}",30,0,38.66342166429631,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
734,False,"{'a': 0.002, 'e': 0.23084702898634524}",20,16,7.7831015420116385,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.002, 'e': 0.23038579631478834}",35,8,-66.47039251477626,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 2}",1
736,False,"{'a': 0.002, 'e': 0.22992548518672384}",20,15,7.172346759909246,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.002, 'e': 0.22946609376090668}",20,7,21.618233519149552,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.002, 'e': 0.2290076201997705}",25,0,-43.02085333044973,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
739,False,"{'a': 0.002, 'e': 0.2285500626694205}",20,11,15.591426837404928,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.002, 'e': 0.22809341933962587}",20,0,-4.136811153316613,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
741,False,"{'a': 0.002, 'e': 0.22763768838381274}",20,3,2.4494244797461855,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
742,False,"{'a': 0.002, 'e': 0.22718286797905665}",30,13,25.779731635494826,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.002, 'e': 0.22672895630607542}",30,0,3.7917751546559026,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",0
744,False,"{'a': 0.002, 'e': 0.2262759515492217}",25,19,11.812485899633748,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.002, 'e': 0.22582385189647586}",20,13,-12.154302186843898,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
746,False,"{'a': 0.002, 'e': 0.22537265553943872}",25,2,-13.027449067836656,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
747,False,"{'a': 0.002, 'e': 0.22492236067332425}",30,0,16.621834977340637,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
748,False,"{'a': 0.002, 'e': 0.22447296549695234}",30,12,21.84596149986018,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.002, 'e': 0.22402446821274175}",20,0,21.478543223985167,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
750,False,"{'a': 0.002, 'e': 0.22357686702670268}",20,12,-38.68386533755331,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
751,False,"{'a': 0.002, 'e': 0.22313016014842982}",20,14,3.5635727364378824,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.002, 'e': 0.22268434579109508}",25,0,17.16631862074353,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
753,False,"{'a': 0.002, 'e': 0.2222394221714404}",25,19,2.3977969679720452,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.002, 'e': 0.22179538750977074}",30,16,14.048079225704708,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
755,False,"{'a': 0.002, 'e': 0.22135224002994683}",20,10,6.965727042391149,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
756,False,"{'a': 0.002, 'e': 0.2209099779593782}",30,12,-22.547804536026327,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
757,False,"{'a': 0.002, 'e': 0.22046859952901593}",30,13,30.52644332503128,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.002, 'e': 0.22002810297334574}",20,15,-4.97335430061389,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
759,False,"{'a': 0.002, 'e': 0.21958848653038082}",20,10,17.804268465653386,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.002, 'e': 0.2191497484416548}",25,17,14.616977434305026,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.002, 'e': 0.21871188695221475}",20,13,-7.126933705620869,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
762,False,"{'a': 0.002, 'e': 0.21827490031061414}",20,14,11.32980661342023,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.002, 'e': 0.21783878676890578}",20,16,7.612909778532578,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.002, 'e': 0.21740354458263497}",25,17,14.304747210489879,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.002, 'e': 0.21696917201083235}",20,0,10.089440287406127,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
766,False,"{'a': 0.002, 'e': 0.21653566731600707}",20,0,-21.895667801389784,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 0}",1
767,False,"{'a': 0.002, 'e': 0.21610302876413975}",30,18,6.721952943188277,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
768,False,"{'a': 0.002, 'e': 0.21567125462467565}",20,10,13.26747851364655,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.002, 'e': 0.21524034317051757}",20,10,6.617155345801207,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
770,False,"{'a': 0.002, 'e': 0.2148102926780192}",25,14,18.25196606633929,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.002, 'e': 0.21438110142697794}",20,13,-0.7405781813613381,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
772,False,"{'a': 0.002, 'e': 0.21395276770062824}",25,3,25.155119470482457,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
773,False,"{'a': 0.002, 'e': 0.2135252897856346}",20,4,3.05202187586265,"{0: 12, 1: 4, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.002, 'e': 0.21309866597208482}",20,11,-17.19148325499472,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
775,False,"{'a': 0.002, 'e': 0.21267289455348304}",20,14,9.866570292793094,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.002, 'e': 0.21224797382674304}",30,2,-10.832321685397595,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 1}",1
777,False,"{'a': 0.002, 'e': 0.21182390209218135}",25,13,23.82225835469304,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.002, 'e': 0.21140067765351048}",35,17,13.06740371477998,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
779,False,"{'a': 0.002, 'e': 0.21097829881783206}",20,9,-1.9672444517039052,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
780,False,"{'a': 0.002, 'e': 0.21055676389563024}",35,21,0.47349592204697144,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
781,False,"{'a': 0.002, 'e': 0.21013607120076472}",25,3,22.98072675345738,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
782,False,"{'a': 0.002, 'e': 0.2097162190504642}",20,12,-8.558353557478105,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
783,False,"{'a': 0.002, 'e': 0.20929720576531952}",20,8,13.534245569855967,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.002, 'e': 0.20887902966927693}",30,0,13.98750256121858,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
785,False,"{'a': 0.002, 'e': 0.20846168908963153}",30,18,15.45997785663348,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.002, 'e': 0.20804518235702046}",30,19,10.05534864852993,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.002, 'e': 0.2076295078054162}",20,13,0.7851329975888892,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
788,False,"{'a': 0.002, 'e': 0.20721466377212}",20,10,5.794647758103402,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
789,False,"{'a': 0.002, 'e': 0.20680064859775515}",25,0,-14.694801806717017,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
790,False,"{'a': 0.002, 'e': 0.20638746062626045}",25,0,-20.544515687313073,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
791,False,"{'a': 0.002, 'e': 0.20597509820488344}",25,0,-24.698228082982045,"{0: 21, 1: 3, 2: 0, 3: 0, 4: 1}",0
792,False,"{'a': 0.002, 'e': 0.2055635596841739}",30,16,26.00384203278953,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.002, 'e': 0.20515284341797715}",20,13,-5.976150208085758,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
794,False,"{'a': 0.002, 'e': 0.20474294776342764}",20,0,-14.199684522676062,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
795,False,"{'a': 0.002, 'e': 0.20433387108094214}",20,0,5.99032546752597,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
796,False,"{'a': 0.002, 'e': 0.20392561173421342}",20,5,14.952402519395283,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
797,False,"{'a': 0.002, 'e': 0.20351816809020354}",25,13,-1.932915966564482,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
798,False,"{'a': 0.002, 'e': 0.20311153851913738}",30,17,5.545215341928819,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
799,False,"{'a': 0.002, 'e': 0.2027057213944961}",25,11,25.663639046515463,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.002, 'e': 0.2023007150930107}",25,14,8.518107295191339,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
801,False,"{'a': 0.002, 'e': 0.20189651799465538}",20,11,15.623028457372826,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.002, 'e': 0.20149312848264125}",35,12,-14.786959309196702,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
803,False,"{'a': 0.002, 'e': 0.20109054494340972}",20,0,-4.017960417880644,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
804,False,"{'a': 0.002, 'e': 0.20068876576662606}",30,13,9.013627035210112,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
805,False,"{'a': 0.002, 'e': 0.20028778934517305}",20,0,0.058202572111907935,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
806,False,"{'a': 0.002, 'e': 0.1998876140751445}",20,15,1.0155196894487921,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
